   2.0537667e+01   1.9075334e+01
   2.1833885e+01   2.1667770e+01
   1.7741153e+01   1.3482306e+01
   2.0862173e+01   1.9724347e+01
   2.0318765e+01   1.8637530e+01
   1.8692312e+01   1.5384623e+01
   1.9566408e+01   1.7132816e+01
   2.0342624e+01   1.8685249e+01
   2.3578397e+01   2.5156794e+01
   2.2769437e+01   2.3538874e+01
   1.8650113e+01   1.5300226e+01
   2.3034923e+01   2.4069847e+01
   2.0725404e+01   1.9450808e+01
   1.9936945e+01   1.7873890e+01
   2.0714743e+01   1.9429486e+01
   1.9795034e+01   1.7590068e+01
   1.9875856e+01   1.7751711e+01
   2.1489698e+01   2.0979395e+01
   2.1409034e+01   2.0818069e+01
   2.1417192e+01   2.0834385e+01
   2.0671497e+01   1.9342994e+01
   1.8792513e+01   1.5585026e+01
   2.0717239e+01   1.9434477e+01
   2.1630235e+01   2.1260471e+01
   2.0488894e+01   1.8977788e+01
   2.1034693e+01   2.0069386e+01
   2.0726885e+01   1.9453770e+01
   1.9696559e+01   1.7393118e+01
   2.0293871e+01   1.8587743e+01
   1.9212717e+01   1.6425434e+01
   2.0888396e+01   1.9776791e+01
   1.8852930e+01   1.5705860e+01
   1.8931130e+01   1.5862259e+01
   1.9190501e+01   1.6381003e+01
   1.7055716e+01   1.2111432e+01
   2.1438380e+01   2.0876761e+01
   2.0325191e+01   1.8650381e+01
   1.9245072e+01   1.6490143e+01
   2.1370299e+01   2.0740597e+01
   1.8288484e+01   1.4576967e+01
   1.9897758e+01   1.7795515e+01
   1.9758553e+01   1.7517106e+01
   2.0319207e+01   1.8638413e+01
   2.0312859e+01   1.8625717e+01
   1.9135120e+01   1.6270240e+01
   1.9969949e+01   1.7939897e+01
   1.9835121e+01   1.7670242e+01
   2.0627707e+01   1.9255415e+01
   2.1093266e+01   2.0186531e+01
   2.1109273e+01   2.0218547e+01
   1.9136347e+01   1.6272694e+01
   2.0077359e+01   1.8154718e+01
