   0.0000000e+00   0.0000000e+00   4.0096489e+02
   1.0000000e+00   0.0000000e+00   4.0015761e+02
   2.0000000e+00   0.0000000e+00   4.0097059e+02
   3.0000000e+00   0.0000000e+00   4.0095717e+02
   4.0000000e+00   0.0000000e+00   4.0048538e+02
   5.0000000e+00   0.0000000e+00   4.0080028e+02
   6.0000000e+00   0.0000000e+00   4.0014189e+02
   7.0000000e+00   0.0000000e+00   4.0042176e+02
   8.0000000e+00   0.0000000e+00   4.0091574e+02
   9.0000000e+00   0.0000000e+00   4.0079221e+02
   1.0000000e+01   0.0000000e+00   4.0095949e+02
   1.1000000e+01   0.0000000e+00   4.0065574e+02
   1.2000000e+01   0.0000000e+00   4.0003571e+02
   1.3000000e+01   0.0000000e+00   4.0084913e+02
   1.4000000e+01   0.0000000e+00   4.0093399e+02
   1.5000000e+01   0.0000000e+00   4.0067874e+02
   1.6000000e+01   0.0000000e+00   4.0075774e+02
   1.7000000e+01   0.0000000e+00   4.0074313e+02
   1.8000000e+01   0.0000000e+00   4.0039223e+02
   1.9000000e+01   0.0000000e+00   4.0065548e+02
   2.0000000e+01   0.0000000e+00   4.0017119e+02
   2.1000000e+01   0.0000000e+00   4.0070605e+02
   2.2000000e+01   0.0000000e+00   4.0003183e+02
   2.3000000e+01   0.0000000e+00   4.0027692e+02
   2.4000000e+01   0.0000000e+00   4.0004617e+02
   2.5000000e+01   0.0000000e+00   4.0009713e+02
   2.6000000e+01   0.0000000e+00   4.0082346e+02
   2.7000000e+01   0.0000000e+00   4.0069483e+02
   2.8000000e+01   0.0000000e+00   4.0031710e+02
   2.9000000e+01   0.0000000e+00   4.0095022e+02
   3.0000000e+01   0.0000000e+00   4.0003445e+02
   3.1000000e+01   0.0000000e+00   4.0043874e+02
   3.2000000e+01   0.0000000e+00   4.0038156e+02
   3.3000000e+01   0.0000000e+00   4.0076552e+02
   3.4000000e+01   0.0000000e+00   4.0079520e+02
   3.5000000e+01   0.0000000e+00   4.0018687e+02
   3.6000000e+01   0.0000000e+00   4.0048976e+02
   3.7000000e+01   0.0000000e+00   4.0044559e+02
   3.8000000e+01   0.0000000e+00   4.0064631e+02
   3.9000000e+01   0.0000000e+00   4.0070936e+02
   4.0000000e+01   0.0000000e+00   4.0075469e+02
   4.1000000e+01   0.0000000e+00   4.0027603e+02
