   2.0000000e+00   8.4966714e-01
   2.0060060e+00   2.1487043e+00
   2.0120120e+00  -1.9411914e+00
   2.0180180e+00   1.1826819e+00
   2.0240240e+00   6.4214408e-01
   2.0300300e+00  -9.8142216e-01
   2.0360360e+00  -1.0442146e-01
   2.0420420e+00   6.7471664e-01
   2.0480480e+00   3.9134280e+00
   2.0540541e+00   3.1074242e+00
   2.0600601e+00  -1.0089263e+00
   2.0660661e+00   3.3788750e+00
   2.0720721e+00   1.0723640e+00
   2.0780781e+00   2.8693074e-01
   2.0840841e+00   1.0677719e+00
   2.0900901e+00   1.5112382e-01
   2.0960961e+00   2.3502410e-01
   2.1021021e+00   1.8519623e+00
   2.1081081e+00   1.7744132e+00
   2.1141141e+00   1.7857029e+00
   2.1201201e+00   1.0431573e+00
   2.1261261e+00  -8.3265922e-01
   2.1321321e+00   1.0952518e+00
   2.1381381e+00   2.0114520e+00
   2.1441441e+00   8.7333198e-01
   2.1501502e+00   1.4223708e+00
   2.1561562e+00   1.1178208e+00
   2.1621622e+00   9.0770672e-02
   2.1681682e+00   6.9137729e-01
   2.1741742e+00  -3.8646445e-01
   2.1801802e+00   1.2925449e+00
   2.1861862e+00  -7.3957158e-01
   2.1921922e+00  -6.5800419e-01
   2.1981982e+00  -3.9524618e-01
   2.2042042e+00  -2.5266269e+00
   2.2102102e+00   1.8594610e+00
   2.2162162e+00   7.4971331e-01
   2.2222222e+00  -3.2694478e-01
   2.2282282e+00   1.8017616e+00
   2.2342342e+00  -1.2765550e+00
   2.2402402e+00   3.3623614e-01
   2.2462462e+00   2.0056765e-01
   2.2522523e+00   7.6477649e-01
   2.2582583e+00   7.6200242e-01
   2.2642643e+00  -4.1214296e-01
   2.2702703e+00   4.2629790e-01
   2.2762763e+00   2.9510159e-01
   2.2822823e+00   1.0913385e+00
   2.2882883e+00   1.5605668e+00
   2.2942943e+00   1.5802636e+00
   2.3003003e+00  -3.8895393e-01
   2.3063063e+00   5.5578597e-01
   2.3123123e+00  -7.3194272e-01
   2.3183183e+00  -6.2755945e-01
   2.3243243e+00   4.8287851e-01
   2.3303303e+00   2.0261643e+00
   2.3363363e+00  -2.7230609e-01
   2.3423423e+00   8.7258418e-01
   2.3483483e+00   2.7948629e-01
   2.3543544e+00   1.6263120e+00
   2.3603604e+00  -5.7620345e-01
   2.3663664e+00   5.4934325e-01
   2.3723724e+00   1.0732577e+00
   2.3783784e+00   1.6253059e+00
   2.3843844e+00   2.0728925e+00
   2.3903904e+00   6.1861692e-01
   2.3963964e+00  -9.5487921e-01
   2.4024024e+00  -2.0154519e-01
   2.4084084e+00  -5.1675926e-01
   2.4144144e+00   2.8993658e+00
   2.4204204e+00  -6.2586728e-02
   2.4264264e+00   1.3052189e+00
   2.4324324e+00   3.6887105e-01
   2.4384384e+00   1.4540680e+00
   2.4444444e+00  -1.9520315e-01
   2.4504505e+00  -8.2841369e-01
   2.4564565e+00  -8.4429077e-01
   2.4624625e+00   1.0705297e+00
   2.4684685e+00   4.0923200e-01
   2.4744745e+00   3.9484590e-01
   2.4804805e+00   2.0145227e+00
   2.4864865e+00   8.9113094e-01
