  -5.0000000e+00   1.2198603e+02
  -5.0000000e+00   1.2205659e+02
  -5.0000000e+00   1.2012937e+02
  -5.0000000e+00   1.2225256e+02
  -5.0000000e+00   1.1794459e+02
  -5.0000000e+00   1.2247975e+02
  -5.0000000e+00   1.1413372e+02
  -5.0000000e+00   1.1871731e+02
  -5.0000000e+00   1.2112008e+02
  -5.0000000e+00   1.1557402e+02
   0.0000000e+00   1.3006359e+02
   0.0000000e+00   1.2812285e+02
   0.0000000e+00   1.3356233e+02
   0.0000000e+00   1.3186521e+02
   0.0000000e+00   1.3591027e+02
   0.0000000e+00   1.3531339e+02
   0.0000000e+00   1.3063887e+02
   0.0000000e+00   1.2420711e+02
   0.0000000e+00   1.2853274e+02
   0.0000000e+00   1.2551216e+02
   5.0000000e+00   1.4884904e+02
   5.0000000e+00   1.4210912e+02
   5.0000000e+00   1.4728408e+02
   5.0000000e+00   1.4392250e+02
   5.0000000e+00   1.4134141e+02
   5.0000000e+00   1.3608027e+02
   5.0000000e+00   1.4845463e+02
   5.0000000e+00   1.4352342e+02
   5.0000000e+00   1.3694144e+02
   5.0000000e+00   1.4037864e+02
   1.0000000e+01   1.6211243e+02
   1.0000000e+01   1.5674916e+02
   1.0000000e+01   1.5682196e+02
   1.0000000e+01   1.5524145e+02
   1.0000000e+01   1.5120200e+02
   1.0000000e+01   1.5222449e+02
   1.0000000e+01   1.5278473e+02
   1.0000000e+01   1.5660076e+02
   1.0000000e+01   1.5707430e+02
   1.0000000e+01   1.5481508e+02
   1.5000000e+01   1.7835336e+02
   1.5000000e+01   1.6806015e+02
   1.5000000e+01   1.7396705e+02
   1.5000000e+01   1.6777972e+02
   1.5000000e+01   1.6720501e+02
   1.5000000e+01   1.6896926e+02
   1.5000000e+01   1.7664343e+02
   1.5000000e+01   1.7206720e+02
   1.5000000e+01   1.7294369e+02
   1.5000000e+01   1.6679177e+02
   2.0000000e+01   1.8302270e+02
   2.0000000e+01   1.9336707e+02
   2.0000000e+01   1.9976192e+02
   2.0000000e+01   1.8301843e+02
   2.0000000e+01   1.8466042e+02
   2.0000000e+01   1.8125839e+02
   2.0000000e+01   1.9705840e+02
   2.0000000e+01   1.9025437e+02
   2.0000000e+01   1.9001016e+02
   2.0000000e+01   1.9839736e+02
   2.5000000e+01   2.0817084e+02
   2.5000000e+01   2.1083650e+02
   2.5000000e+01   2.1408740e+02
   2.5000000e+01   2.0107384e+02
   2.5000000e+01   2.1010765e+02
   2.5000000e+01   2.0963498e+02
   2.5000000e+01   2.1738028e+02
   2.5000000e+01   2.1231147e+02
   2.5000000e+01   2.0187916e+02
   2.5000000e+01   2.1215337e+02
