   8.2576221e-04   7.7315000e+02
   1.0850058e-03   7.7315000e+02
   2.6645941e-04   7.7315000e+02
   8.9066345e-04   7.7315000e+02
   7.8198183e-04   7.7315000e+02
   4.5669112e-04   7.7315000e+02
   6.3151038e-04   7.7315000e+02
   7.8675368e-04   7.7315000e+02
   1.4339082e-03   7.7315000e+02
   1.2721162e-03   7.7315000e+02
   2.4464481e-03   7.9815000e+02
   3.3234101e-03   7.9815000e+02
   2.8615063e-03   7.9815000e+02
   2.7038145e-03   7.9815000e+02
   2.8593740e-03   7.9815000e+02
   2.6754322e-03   7.9815000e+02
   2.6915966e-03   7.9815000e+02
   3.0143650e-03   7.9815000e+02
   2.9982324e-03   7.9815000e+02
   2.9998639e-03   7.9815000e+02
   9.6106222e-03   8.2315000e+02
   9.2348254e-03   8.2315000e+02
   9.6197705e-03   8.2315000e+02
   9.8023698e-03   8.2315000e+02
   9.5741015e-03   8.2315000e+02
   9.6832614e-03   8.2315000e+02
   9.6216998e-03   8.2315000e+02
   9.4156346e-03   8.2315000e+02
   9.5350970e-03   8.2315000e+02
   9.3188662e-03   8.2315000e+02
   9.3224706e-02   8.7315000e+02
   9.2817613e-02   8.7315000e+02
   9.2833252e-02   8.7315000e+02
   9.2885127e-02   8.7315000e+02
   9.2458170e-02   8.7315000e+02
   9.3334703e-02   8.7315000e+02
   9.3112065e-02   8.7315000e+02
   9.2896041e-02   8.7315000e+02
   9.3321086e-02   8.7315000e+02
   9.2704723e-02   8.7315000e+02
