   0.0000000e+00   0.0000000e+00
   5.0000000e-01   3.8059561e+03
   1.0000000e+00   4.8394145e+03
   1.5000000e+00   4.4575209e+03
   2.0000000e+00   3.8059561e+03
   2.5000000e+00   3.1803759e+03
   3.0000000e+00   2.6467150e+03
   3.5000000e+00   2.2079980e+03
   4.0000000e+00   1.8512993e+03
   4.5000000e+00   1.5615350e+03
   5.0000000e+00   1.3253128e+03
   5.5000000e+00   1.1316884e+03
   6.0000000e+00   9.7199244e+02
   6.5000000e+00   8.3943355e+02
   7.0000000e+00   7.2870273e+02
   7.5000000e+00   6.3563972e+02
   8.0000000e+00   5.5696949e+02
   8.5000000e+00   4.9009901e+02
   9.0000000e+00   4.3296249e+02
   9.5000000e+00   3.8390366e+02
   1.0000000e+01   3.4158617e+02
   1.0500000e+01   3.0492511e+02
   1.1000000e+01   2.7303450e+02
   1.1500000e+01   2.4518659e+02
   1.2000000e+01   2.2078039e+02
   1.2500000e+01   1.9931698e+02
   1.3000000e+01   1.8038012e+02
   1.3500000e+01   1.6362091e+02
   1.4000000e+01   1.4874556e+02
   1.4500000e+01   1.3550567e+02
   1.5000000e+01   1.2369033e+02
   1.5500000e+01   1.1311975e+02
   1.6000000e+01   1.0364016e+02
   1.6500000e+01   9.5119530e+01
   1.7000000e+01   8.7444132e+01
   1.7500000e+01   8.0515690e+01
   1.8000000e+01   7.4249019e+01
   1.8500000e+01   6.8570060e+01
   1.9000000e+01   6.3414248e+01
   1.9500000e+01   5.8725143e+01
   2.0000000e+01   5.4453280e+01
   2.0500000e+01   5.0555198e+01
   2.1000000e+01   4.6992621e+01
   2.1500000e+01   4.3731760e+01
   2.2000000e+01   4.0742725e+01
   2.2500000e+01   3.7999015e+01
   2.3000000e+01   3.5477086e+01
   2.3500000e+01   3.3155983e+01
   2.4000000e+01   3.1017016e+01
   2.4500000e+01   2.9043484e+01
   2.5000000e+01   2.7220442e+01
   2.5500000e+01   2.5534487e+01
   2.6000000e+01   2.3973582e+01
   2.6500000e+01   2.2526902e+01
   2.7000000e+01   2.1184689e+01
   2.7500000e+01   1.9938142e+01
   2.8000000e+01   1.8779307e+01
   2.8500000e+01   1.7700986e+01
   2.9000000e+01   1.6696655e+01
   2.9500000e+01   1.5760397e+01
   3.0000000e+01   1.4886834e+01
   3.0500000e+01   1.4071074e+01
   3.1000000e+01   1.3308660e+01
   3.1500000e+01   1.2595530e+01
   3.2000000e+01   1.1927973e+01
   3.2500000e+01   1.1302599e+01
   3.3000000e+01   1.0716305e+01
   3.3500000e+01   1.0166249e+01
   3.4000000e+01   9.6498247e+00
   3.4500000e+01   9.1646396e+00
   3.5000000e+01   8.7084960e+00
   3.5500000e+01   8.2793725e+00
   3.6000000e+01   7.8754083e+00
   3.6500000e+01   7.4948886e+00
   3.7000000e+01   7.1362322e+00
   3.7500000e+01   6.7979794e+00
   3.8000000e+01   6.4787817e+00
   3.8500000e+01   6.1773923e+00
   3.9000000e+01   5.8926573e+00
   3.9500000e+01   5.6235082e+00
   4.0000000e+01   5.3689545e+00
